year;raceId;driverId;constructorId;grid;driverStandPos;driverPoints;constructorStandPos;constructorPoints;driverAvgCircuit;constructorAvgCircuit;driverForm;constructorForm;circuitId;round;podium
1958;765;475;87;0.22580645161290322;0.0;0.01391304347826087;0.0;0.009302325581395349;0.3684210526315789;0.5263157894736843;0.15789473684210525;0.7684210526315789;25;0.0;1
1958;765;496;105;0.1935483870967742;0.07317073170731708;0.0;0.10526315789473684;0.0034883720930232558;0.6052631578947367;0.37663157894736843;0.45263157894736833;0.48421052631578937;25;0.0;0
1958;765;501;105;0.25806451612903225;0.060975609756097573;0.0;0.10526315789473684;0.0034883720930232558;0.28947368421052627;0.37526315789473685;0.4421052631578947;0.5368421052631578;25;0.0;0
1958;765;554;105;0.12903225806451613;0.04878048780487805;0.0034782608695652175;0.10526315789473684;0.0034883720930232558;0.3308421052631579;0.3738947368421052;0.45263157894736833;0.4105263157894737;25;0.0;0
1958;765;577;6;0.16129032258064516;0.012195121951219513;0.010434782608695653;0.05263157894736842;0.0069767441860465115;0.431578947368421;0.2934736842105263;0.19999999999999996;0.3368421052631579;25;0.0;1
1958;765;578;6;0.06451612903225806;0.02439024390243903;0.006956521739130435;0.05263157894736842;0.0069767441860465115;0.34210526315789475;0.28636842105263155;0.17894736842105263;0.2736842105263158;25;0.0;1
1958;765;579;105;0.03225806451612903;0.03658536585365854;0.006956521739130435;0.10526315789473684;0.0034883720930232558;0.19299999999999998;0.37057894736842106;0.14736842105263157;0.34736842105263155;25;0.0;0
1958;765;581;6;0.0967741935483871;0.10975609756097561;0.0;0.05263157894736842;0.0069767441860465115;0.438578947368421;0.28121052631578947;0.29473684210526313;0.2736842105263158;25;0.0;0
1958;766;356;87;0.0967741935483871;0.07317073170731708;0.0052173913043478265;0.0;0.018604651162790697;0.2631578947368421;0.7543684210526316;0.5473684210526315;0.6421052631578947;6;0.043478260869565216;0
1958;766;427;87;0.16129032258064516;0.02439024390243903;0.01391304347826087;0.0;0.018604651162790697;0.3947368421052631;0.6052631578947367;0.5052631578947369;0.4421052631578947;6;0.043478260869565216;1
1958;766;456;87;0.12903225806451613;0.1951219512195122;0.0;0.0;0.018604651162790697;0.8421052631578947;0.48421052631578937;0.6105263157894736;0.2210526315789474;6;0.043478260869565216;0
1958;766;475;118;0.25806451612903225;0.012195121951219513;0.01391304347826087;0.2631578947368421;0.0;0.3859473684210526;0.5789473684210527;0.04210526315789474;0.3684210526315789;6;0.043478260869565216;0
1958;766;476;6;0.3548387096774194;0.15853658536585366;0.0;0.05263157894736842;0.013953488372093023;0.3157894736842105;0.3684210526315789;0.4868421052631579;0.29473684210526313;6;0.043478260869565216;0
1958;766;479;118;0.03225806451612903;0.21951219512195122;0.0;0.2631578947368421;0.0;0.4473684210526316;0.5789473684210527;0.39999999999999997;0.34736842105263155;6;0.043478260869565216;0
1958;766;483;105;0.45161290322580644;0.2073170731707317;0.0;0.10526315789473684;0.0034883720930232558;0.5526315789473684;0.5212105263157896;0.45263157894736833;0.3052631578947368;6;0.043478260869565216;0
1958;766;501;66;0.3870967741935484;0.08536585365853659;0.0034782608695652175;0.15789473684210525;0.002325581395348837;0.6210526315789473;0.7236842105263157;0.3368421052631579;0.6210526315789473;6;0.043478260869565216;0
1958;766;541;87;0.0;0.24390243902439024;0.0;0.0;0.018604651162790697;0.42105263157894735;0.48247368421052633;0.7263157894736842;0.2526315789473684;6;0.043478260869565216;0
1958;766;541;66;0.0;0.24390243902439024;0.0;0.15789473684210525;0.002325581395348837;0.631578947368421;0.6210526315789473;0.6947368421052631;0.5789473684210527;6;0.043478260869565216;0
1958;766;547;105;0.0;0.14634146341463414;0.0;0.10526315789473684;0.0034883720930232558;0.49999999999999994;0.5263157894736843;0.7578947368421052;0.3578947368421052;6;0.043478260869565216;0
1958;766;554;66;0.06451612903225806;0.0975609756097561;0.0034782608695652175;0.15789473684210525;0.002325581395348837;0.22805263157894734;0.7456315789473684;0.4421052631578947;0.7052631578947368;6;0.043478260869565216;0
1958;766;577;6;0.3225806451612903;0.0;0.020869565217391306;0.05263157894736842;0.013953488372093023;0.8421052631578947;0.36605263157894735;0.19999999999999996;0.3052631578947368;6;0.043478260869565216;1
1958;766;578;6;0.1935483870967742;0.03658536585365854;0.008695652173913044;0.05263157894736842;0.013953488372093023;0.6973684210526316;0.3524210526315789;0.1368421052631579;0.19999999999999996;6;0.043478260869565216;0
1958;766;581;6;0.29032258064516125;0.04878048780487805;0.006956521739130435;0.05263157894736842;0.013953488372093023;0.3684210526315789;0.3596315789473684;0.3684210526315789;0.29473684210526313;6;0.043478260869565216;1
1958;766;586;127;0.0;0.34146341463414637;0.0;0.3684210526315789;0.0;1.0;1.0;0.6842105263157894;0.9473684210526316;6;0.043478260869565216;0
1958;766;589;105;0.0;0.3780487804878049;0.0;0.10526315789473684;0.0034883720930232558;0.42105263157894735;0.6491052631578946;0.6526315789473685;1.0;6;0.043478260869565216;0
1958;766;590;118;0.22580645161290322;0.23170731707317072;0.0;0.2631578947368421;0.0;0.15789473684210525;0.6015263157894737;0.5157894736842106;0.45263157894736833;6;0.043478260869565216;0
1958;767;427;87;0.25806451612903225;0.02439024390243903;0.01391304347826087;0.0;0.022093023255813953;0.3684210526315789;0.45615789473684204;0.3578947368421052;0.3684210526315789;39;0.08695652173913043;0
1958;767;456;87;0.29032258064516125;0.10975609756097561;0.0052173913043478265;0.0;0.022093023255813953;0.894736842105263;0.4473684210526316;0.5368421052631578;0.42105263157894735;39;0.08695652173913043;0
1958;767;547;105;0.0;0.15853658536585366;0.0;0.21052631578947367;0.0034883720930232558;0.6842105263157894;0.4853684210526315;0.831578947368421;0.9684210526315788;39;0.08695652173913043;0
1958;767;554;66;0.12903225806451613;0.060975609756097573;0.010434782608695653;0.15789473684210525;0.009302325581395349;0.5263157894736843;0.05263157894736842;0.47368421052631576;0.6000000000000001;39;0.08695652173913043;1
1958;767;577;6;0.3870967741935484;0.012195121951219513;0.020869565217391306;0.05263157894736842;0.01627906976744186;0.10526315789473684;0.26721052631578945;0.19999999999999996;0.29473684210526313;39;0.08695652173913043;0
1958;767;578;6;0.1935483870967742;0.04878048780487805;0.01217391304347826;0.05263157894736842;0.01627906976744186;0.21052631578947367;0.27068421052631575;0.21052631578947367;0.2631578947368421;39;0.08695652173913043;0
1958;767;581;6;0.3225806451612903;0.07317073170731708;0.006956521739130435;0.05263157894736842;0.01627906976744186;0.3684210526315789;0.2666842105263158;0.28421052631578947;0.2421052631578947;39;0.08695652173913043;0
1958;769;427;105;0.5161290322580645;0.04878048780487805;0.01391304347826087;0.21052631578947367;0.0034883720930232558;0.25;0.4193157894736842;0.2736842105263158;0.7263157894736842;13;0.17391304347826086;0
1958;769;475;118;0.29032258064516125;0.0;0.029565217391304348;0.10526315789473684;0.018604651162790697;0.3789473684210526;0.4035263157894737;0.11578947368421053;0.6000000000000001;13;0.17391304347826086;0
1958;769;554;66;0.3225806451612903;0.0975609756097561;0.010434782608695653;0.15789473684210525;0.011627906976744186;0.5614210526315788;0.21052631578947367;0.4421052631578947;0.47368421052631576;13;0.17391304347826086;0
1958;769;577;6;0.06451612903225806;0.02439024390243903;0.020869565217391306;0.0;0.023255813953488372;0.3157894736842105;0.32399999999999995;0.23157894736842105;0.3263157894736842;13;0.17391304347826086;0
1958;769;578;6;0.03225806451612903;0.012195121951219513;0.02434782608695652;0.0;0.023255813953488372;0.28947368421052627;0.3349473684210526;0.23157894736842105;0.4421052631578947;13;0.17391304347826086;1
1958;769;580;105;0.5806451612903225;0.2682926829268293;0.0;0.21052631578947367;0.0034883720930232558;0.736842105263158;0.4306315789473684;0.7473684210526315;0.6000000000000001;13;0.17391304347826086;0
1958;769;581;6;0.12903225806451613;0.10975609756097561;0.006956521739130435;0.0;0.023255813953488372;0.6491052631578946;0.32663157894736844;0.39999999999999997;0.3894736842105263;13;0.17391304347826086;0
1958;770;456;87;0.45161290322580644;0.2073170731707317;0.0052173913043478265;0.10526315789473684;0.022093023255813953;1.0;0.6578947368421053;0.5052631578947369;0.3578947368421052;55;0.21739130434782608;0
1958;770;475;118;0.1935483870967742;0.0;0.04;0.05263157894736842;0.02558139534883721;0.6491052631578946;0.7236842105263157;0.29473684210526313;0.4947368421052632;55;0.21739130434782608;1
1958;770;479;118;0.3225806451612903;0.060975609756097573;0.01391304347826087;0.05263157894736842;0.02558139534883721;0.894736842105263;0.6403684210526315;0.5578947368421052;0.3894736842105263;55;0.21739130434782608;0
1958;770;501;66;0.0967741935483871;0.03658536585365854;0.017391304347826087;0.15789473684210525;0.011627906976744186;0.7999999999999998;0.8421052631578947;0.1894736842105263;0.39999999999999997;55;0.21739130434782608;0
1958;770;554;66;0.29032258064516125;0.12195121951219513;0.010434782608695653;0.15789473684210525;0.011627906976744186;0.28068421052631576;0.7105263157894737;0.48421052631578937;0.5052631578947369;55;0.21739130434782608;0
1958;770;578;6;0.03225806451612903;0.012195121951219513;0.04;0.0;0.03255813953488372;0.47368421052631576;0.37063157894736837;0.23157894736842105;0.5052631578947369;55;0.21739130434782608;1
1958;770;579;105;0.25806451612903225;0.08536585365853659;0.01217391304347826;0.21052631578947367;0.0069767441860465115;0.12278947368421053;0.5672631578947369;0.17894736842105263;0.5368421052631578;55;0.21739130434782608;0
1958;770;580;105;0.3548387096774194;0.3048780487804878;0.0;0.21052631578947367;0.0069767441860465115;0.3157894736842105;0.5562105263157895;0.663157894736842;0.46315789473684216;55;0.21739130434782608;0
1958;770;581;6;0.12903225806451613;0.10975609756097561;0.010434782608695653;0.0;0.03255813953488372;0.3157894736842105;0.3557894736842105;0.5263157894736843;0.3684210526315789;55;0.21739130434782608;0
1958;771;356;87;0.3225806451612903;0.1951219512195122;0.0052173913043478265;0.10526315789473684;0.026744186046511628;1.0;0.894736842105263;0.3368421052631579;0.3789473684210526;9;0.26086956521739135;0
1958;771;427;87;0.3870967741935484;0.060975609756097573;0.01391304347826087;0.10526315789473684;0.026744186046511628;0.8552631578947367;0.8596315789473683;0.34736842105263155;0.39999999999999997;9;0.26086956521739135;0
1958;771;456;87;0.0967741935483871;0.0975609756097561;0.01217391304347826;0.10526315789473684;0.026744186046511628;0.7763157894736841;0.8236842105263156;0.431578947368421;0.4105263157894737;9;0.26086956521739135;1
1958;771;475;118;0.03225806451612903;0.012195121951219513;0.04;0.05263157894736842;0.029069767441860465;0.8772105263157894;1.0;0.3052631578947368;0.48421052631578937;9;0.26086956521739135;0
1958;771;479;118;0.29032258064516125;0.07317073170731708;0.01391304347826087;0.05263157894736842;0.029069767441860465;0.9473684210526316;0.9578947368421051;0.631578947368421;0.6000000000000001;9;0.26086956521739135;0
1958;771;486;125;0.6129032258064516;0.6463414634146342;0.0;0.3684210526315789;0.0;0.49999999999999994;0.6842105263157894;0.6736842105263159;0.831578947368421;9;0.26086956521739135;0
1958;771;501;66;0.06451612903225806;0.04878048780487805;0.020869565217391306;0.15789473684210525;0.013953488372093023;0.8289473684210527;0.7684210526315789;0.2631578947368421;0.6105263157894736;9;0.26086956521739135;0
1958;771;554;66;0.25806451612903225;0.14634146341463414;0.010434782608695653;0.15789473684210525;0.013953488372093023;0.6842105263157894;0.6754210526315789;0.47368421052631576;0.6105263157894736;9;0.26086956521739135;0
1958;771;578;6;0.12903225806451613;0.0;0.052173913043478265;0.0;0.04186046511627907;0.34210526315789475;0.4392105263157895;0.17894736842105263;0.34736842105263155;9;0.26086956521739135;1
1958;771;581;6;0.1935483870967742;0.02439024390243903;0.02434782608695652;0.0;0.04186046511627907;0.831578947368421;0.42631578947368415;0.45263157894736833;0.3368421052631579;9;0.26086956521739135;1
1958;772;356;87;0.6129032258064516;0.1951219512195122;0.0052173913043478265;0.10526315789473684;0.033720930232558136;1.0;0.8069999999999999;0.3263157894736842;0.3789473684210526;20;0.30434782608695654;0
1958;772;427;87;0.22580645161290322;0.060975609756097573;0.020869565217391306;0.10526315789473684;0.033720930232558136;0.8552631578947367;0.7894736842105263;0.3894736842105263;0.5052631578947369;20;0.30434782608695654;1
1958;772;430;95;0.4838709677419355;0.47560975609756095;0.0;0.3157894736842105;0.0;0.6842105263157894;0.7017368421052632;0.6052631578947367;0.6578947368421053;20;0.30434782608695654;0
1958;772;431;95;0.4193548387096774;0.24390243902439024;0.0;0.3157894736842105;0.0;0.7894736842105263;0.763157894736842;0.7894736842105263;0.7157894736842105;20;0.30434782608695654;0
1958;772;455;87;0.5483870967741935;0.5487804878048781;0.0;0.10526315789473684;0.033720930232558136;0.7894736842105263;0.7004210526315788;0.8157894736842104;0.3894736842105263;20;0.30434782608695654;0
